"Log Id"	"Internal Case"	"After Work"	"Holiday"	"Status"	"Customer"	"Time"	"Requestor"	"Submitted Date"	"Time"	"Subject"	"Problem Description"	"Module"	"Application_Form"	"Program Group"	"Type"	"Problem"	"Error Type"	"C(problemStatic)"	"Cause"	"Solution"	"Solution By"	"Responsible"	"Time"	"Projected Date"	"Closed  By"	"Closed Date"	"Submitted Date"	"Closed"	"Remark"	"Record By"	"Severity "	"Support  Type"	"LogType"	"Mail"	"Time"	"Time"	"Time"	"How To Check"	"Current Solution"	"C(longtermsolutionStatic)"	"Closed"	"Severity "	"Severity Days"	"SLA"	"PK Manday"	"LogDate"	
"HA26020001"	0	0	0	"999-Closed"	"HA"	"ERP_HA"	"K.Mewadee"	"19/02/2026"	"10:15"	"รบกวนตรวจสอบ HDO260000024 Preview ข้อมูล Invoice แล้วมันแสดง ยอด Vat ไม่ถูกต้องค่ะ / ยอดที่ถูกต้องจะเท่ากับ 68,046.30 ค่ะ K2 ID : 3433249"	""	"AR"	"PPCC_Consolidate Invocing"	"Delivery Order Invoice"	"Customized"	"รบกวนตรวจสอบปัญหาด้านล่าง เรื่องการคำนวณ Vat ไม่ถูกต้องค่ะ 
ที่ถูกต้องจะเป็นยอด  68,046.30 
DO :  HDO260000024   , CO : HCOR250105 (CO Line 5-8)
"	"Customized Bug"	""	"เงื่อนไขคำนวณยอดเงินภาษีมีการนำยอด Progressive (Line 1-4) มาคำนวณด้วย"	"เพิ่มเงื่อนไขคำนวณยอดเงินภาษีให้มองตาม CO Line ด้วย"	""	"J3"	"19/02/2026"	"24/02/2026"	"J3"	"19/02/2026"	"1109"	1	""	"sa"	"Standard"	""	""	"MAIL"	"19/02/2026"	"J3"	"10:30"	""	"เพิ่มเงื่อนไขคำนวณยอดเงินภาษีให้มองตาม CO Line ด้วย"	"เพิ่มเงื่อนไขคำนวณยอดเงินภาษีให้มองตาม CO Line ด้วย"	1	"Standard"	"3 Days"	Pass	0.50	"19/02/2026"	
"HHT2601001"	0	0	0	"999-Closed"	"HHT"	"PRD_HHT"	"K.Boy"	"14/01/2026"	"16:15"	"รบกวนสอบถามครับคุณแอน หน้า PPCC_A/PVoucherPosting  กด process แล้ว error ไม่แน่ใจว่า form/report ตัวไหนที่ต้องเซ็ตให้รันรีพอร์ตนี้ได้ครับ"	""	"AP"	"PPCC_AP Voucher Posting"	"AP Voucher Posting Report"	"Customized"	"รบกวนสอบถามครับคุณแอน หน้า PPCC_A/PVoucherPosting  กด process แล้ว error ไม่แน่ใจว่า form/report ตัวไหนที่ต้องเซ็ตให้รันรีพอร์ตนี้ได้ครับ
Error You do not have permission to run form A/P Voucher Posting Report Viewer"	"Knowledge"	""	"User ไม่มีสิทธิ์ใช้หน้าจอ APVoucherPostingReportViewer2"	"คุณบอยกำหนดสิทธิ์หน้าจอ APVoucherPostingReportViewer2"	""	"J3"	"14/01/2026"	"19/01/2026"	"J3"	"14/01/2026"	"1650"	1	""	"sa"	"Standard"	""	""	"LINE"	"14/01/2026"	"J3"	"16:30"	""	"คุณบอยกำหนดสิทธิ์หน้าจอ APVoucherPostingReportViewer2"	"คุณบอยกำหนดสิทธิ์หน้าจอ APVoucherPostingReportViewer2"	1	"Standard"	"3 Days"	Pass	0.00	"14/01/2026"	
"HHT2602001"	0	0	0	"010-Open"	"HHT"	"PRD_HHT"	"K.Tongty"	"04/02/2026"	"1101"	"e-PPCC_Journal Entries มันจำกัดสิทธิ์ได้มั้ยจ้ะ"	""	"GL"	"e-PPCC_Journal Entries"	"Journal Entrie"	"Customized"	"เช่น ต้อง แค่ โพสได้ แต่ new and save ไม่ได้
พี่นก new and save ได้ แต่โพสไม่ได้"	"Knowledge"	""	""	"จำกัดสิทธิ์หน้าจอได้ ปกติ post กับสร้างมันใช้คนละหน้าจออยู่แล้วค่ะ"	""	"J6"	"04/02/2026"	"04/02/2026"	""	""	""	0	""	"sa"	""	""	""	"LINE"	"04/02/2026"	"J6"	"1149"	""	""	""	0	""	""	Not Pass	0.00	"11/02/2026"	
"HHT2602002"	0	0	0	"999-Closed"	"HHT"	"PRD_HHT"	"K.Tongty"	"11/02/2026"	"1427"	"วิธี unlock credit hold ใน order credit hold change"	""	"AP"	"order credit hold change"	""	"Tech"	"วิธี unlock credit hold ใน order credit hold change"	"Knowledge"	""	""	"เพิ่ม Group : Credit Field Update"	""	"J6"	"11/02/2026"	"11/02/2026"	"J3"	"12/02/2026"	"1343"	1	""	"sa"	""	""	""	"LINE"	"11/02/2026"	"J6"	"1427"	""	""	""	1	""	""	Pass	0.00	"11/02/2026"	
"HHT2603001"	0	0	0	"010-Open"	"HHT"	"PRD_HHT"	"K.Tongty"	"04/03/2026"	"1020"	"ไม่เคยลบอะไรเลย ใน Currency  rates history หายไปเกลี้ยง"	""	"AP"	"Currency  Rates"	""	"Standard"	"ไม่เคยลบอะไรเลย ใน Currency  rates history หายไปเกลี้ยง"	""	""	"ปกติหน้าจอนี้ไม่ได้ทำงานซับซ้อนอะไร เพิ่ม ลบ เก็บข้อมูลเพื่อนำไปใช้ต่อ"	""	""	"J6"	"04/03/2026"	"06/03/2026"	""	""	""	0	""	"sa"	""	""	""	"LINE"	"04/03/2026"	"J6"	"1135"	""	""	""	0	""	""	Not Pass	0.00	"11/03/2026"	
"HHT2603002"	0	0	0	"999-Closed"	"HHT"	"PRD_HHT"	"K.Tongty"	"11/03/2026"	"1000"	"เรื่อง Non inventory items"	""	"IC"	"Non inventory items"	"Items"	"Standard"	"1 ในส่วนของ products code เราสามารถ setup account ให้มัน Auto popup ได้มั้ยจ้ะ
2 non inventory เก่าๆลบได้มั้ย ไม่ได้ใช่เเล้ว ข้อมูลเก่าๆ มันจะยังอยู่ใช่มั้ย"	"Knowledge"	""	""	"1 ในส่วนของ products code เราสามารถ setup account ให้มัน Auto popup ได้มั้ยจ้ะ --> ถ้าในส่วน Non-Inventory ไม่ได้ ปกติฝั่งซื้อระบบจะดึงรหัสบัญชีจากหน้าจอ Vendor ที่เป็น Purchase Account , ฝั่งขายขาย ดึงจาก Sale Non-Inventory ที่ End User Type , ฝั่งที่เบิกเข้า Job ต้องระบุรหัสบัญชีเอง

2 non inventory เก่าๆลบได้มั้ย ไม่ได้ใช่เเล้ว ข้อมูลเก่าๆ มันจะยังอยู่ใช่มั้ย --> ไม่ใช้แล้วลบได้ ข้อมูลเก่าๆ ที่เคยเปิด PO จะยังอยู่ โดยบันทึกไว้ ณ หน้าจอเก็บต่างๆ ไว้แล้ว เช่น PR line , PO Line , Material Transaction"	""	"J6"	"11/03/2026"	"13/03/2026"	"J3"	"12/03/2026"	"1123"	1	""	"sa"	""	""	""	"LINE"	"11/03/2026"	"J6"	"1013"	""	"1 ในส่วนของ products code เราสามารถ setup account ให้มัน Auto popup ได้มั้ยจ้ะ --> ถ้าในส่วน Non-Inventory ไม่ได้ ปกติฝั่งซื้อระบบจะดึงรหัสบัญชีจากหน้าจอ Vendor ที่เป็น Purchase Account , ฝั่งขายขาย ดึงจาก Sale Non-Inventory ที่ End User Type , ฝั่งที่เบิกเข้า Job ต้องระบุรหัสบัญชีเอง

2 non inventory เก่าๆลบได้มั้ย ไม่ได้ใช่เเล้ว ข้อมูลเก่าๆ มันจะยังอยู่ใช่มั้ย --> ไม่ใช้แล้วลบได้ ข้อมูลเก่าๆ ที่เคยเปิด PO จะยังอยู่ โดยบันทึกไว้ ณ หน้าจอเก็บต่างๆ ไว้แล้ว เช่น PR line , PO Line , Material Transaction"	"1 ในส่วนของ products code เราสามารถ setup account ให้มัน Auto popup ได้มั้ยจ้ะ --> ถ้าในส่วน Non-Inventory ไม่ได้ ปกติฝั่งซื้อระบบจะดึงรหัสบัญชีจากหน้าจอ Vendor ที่เป็น Purchase Account , ฝั่งขายขาย ดึงจาก Sale Non-Inventory ที่ End User Type , ฝั่งที่เบิกเข้า Job ต้องระบุรหัสบัญชีเอง

2 non inventory เก่าๆลบได้มั้ย ไม่ได้ใช่เเล้ว ข้อมูลเก่าๆ มันจะยังอยู่ใช่มั้ย --> ไม่ใช้แล้วลบได้ ข้อมูลเก่าๆ ที่เคยเปิด PO จะยังอยู่ โดยบันทึกไว้ ณ หน้าจอเก็บต่างๆ ไว้แล้ว เช่น PR line , PO Line , Material Transaction"	1	""	""	Pass	0.00	"11/03/2026"	
"HHT2603003"	0	0	0	"999-Closed"	"HHT"	"PRD_HHT"	"K.Tongty"	"13/03/2026"	"12:25"	"PR Approval Request -- System Error : Unit price is incorrect"	""	"PR"	"PPCC_Purchase Orders Requisition Approval"	"Purchase Order Requisitions"	"Customized"	"PR line 2.17 But approve page show 2.00"	"Customized Bug"	""	"ไม่ได้เก็บค่าเศษทศนิยม"	""	""	"C1"	"13/03/2026"	"18/03/2026"	"J3"	"16/03/2026"	"0904"	1	""	"J6"	"Standard"	""	""	"LINE"	"13/03/2026"	"J6"	"13:15"	""	"แก้ไขโปรแกรม"	"แก้ไขโปรแกรม"	1	"Standard"	"3 Days"	Pass	0.00	"13/03/2026"	
"ICE2601001"	0	0	0	"999-Closed"	"ICE"	"ERP_PKM"	"K.Sirinat"	"07/01/2026"	"11:10"	"ERP Ice Solutions : แจ้งปัญญา Background Task PPCC_ICashBGInsert Error"	""	"ISH"	"PPCC_i-Cash"	"I-Cash"	"Customized"	"แจ้งปัญหาเรื่อง  Background Task PPCC_ICashBGInsert Error รบกวนช่วยตรวจสอบและแก้ไขให้ด้วยนะคะ โดยมีรายละเอียดปัญหาดังนี้ค่ะ
ปัญหาที่พบ
พบปัญหารอบการ Sync ข้อมูลทุกวันศุกร์ที่มีทั้ง Advance และ Actual จาก Salesforce BG Task Name ""PPCC_ICashBGInsert"" ที่ ERP Error
โดยล่าสุดพบในช่วงวันศุกร์ที่ 19 และ 26 ธันวาคม 2568

ลักษณะการส่งข้อมูลจาก Salesforce มี 3 แบบ
รายการที่เป็น Advance อย่างเดียว >> PPCC_IcashBGInsert  Process รายการผ่านตามปกติ
รายการที่เป็น Advance และ Actual >>  PPCC_IcashBGInsert  พบ Error ข้อมูลไม่เข้า iCash
รายการที่เป็น Actual (ยอดเงินติดลบ) >>  PPCC_IcashBGInsert  พบ Error ข้อมูลไม่เข้า iCash
 
Step การ Run ข้อมูลปัจจุบัน (Focus เฉพาะรอบวันศุกร์ที่เกิดปัญหา)
1. Job Run เพื่อ Sync Data ด้วย Job Name ""PKDV_Salesforce_Sync_i-Cash_Service_ACT""
2. ข้อมูล insert ลง table  ""PPCC_Appointment""
3. ERP ทำการ Insert iCash ด้วย BG Task Name ""PPCC_ICashBGInsert""  >> พบปัญหา Task Failed เฉพาะรอบวันศุกร์
Batch id ที่ ลงท้ายด้วย A ข้อมูลไม่เข้า
4. ข้อมูลบันทึกเข้า Table ""ppcc_icash_hdr"" และ ""ppcc_icash_line""  **ไม่เกิด Transaction เนื่องจาก Task Failed จากข้อ 3
"	"Knowledge"	""	"จากการตรวจสอบพบว่า Step 3 เรียกใช้ SP_SFTiemSheet_ADV_Prepare_Step2 และใน SP นี้มี Step ทำงานดังนี้
1. Insert ข้อมูลเข้า PPCC_tmp_Appointment
2. Execute SP PPCC_iCashCheckFormatAppointmentSp และใน SP นี้มี Step การทำงานดังนี้
2.1. Validate Data 
2.2. Insert ข้อมูลเข้า PPCC_Appointment
2.3. เรียก Background Task ด้วย SP PPCC_iCashInsertHDRInLoopSp (Background Task จะไปเรียก SP PPCC_Icash_BGInsertSp)

ในส่วน Step 8 ทำงานเหมือน Step 3 แต่การทำงานขั้นตอน 1. Insert ข้อมูลเข้า PPCC_tmp_Appointment จะดึงข้อมูลจาก View คนละตัว
การตั้ง Job PKDV_Salesforce_Sync_i-Cash_Service_ACT ลักษณะนี้จึงมีโอกาสที่จะทำให้ Background Task ของ Step 3 ยังทำงานไม่จบ และไปทำ Step 8 ต่อ ทำให้มีการเรียกใช้ SP PPCC_Icash_BGInsertSp พร้อมกัน จึงเกิดปัญหา Generate ได้เลข iCash ซ้ำได้"	""	""	"J3"	"08/01/2026"	"13/01/2026"	"J3"	"08/01/2026"	"1050"	1	""	"sa"	"Major"	""	""	"MAIL"	"08/01/2026"	"J3"	"17:45"	"1 MD"	""	""	1	"Major"	"1 Days"	Pass	1.00	"12/01/2026"	
"ICE2601002"	0	0	0	"999-Closed"	"ICE"	"ERP_PKM"	"K.Sirinat"	"23/01/2026"	"14:10"	"RP Ice Solutions : แจ้งปัญญา Background Task PPCC_ICashBGInsert Error"	""	"APM"	"PPCC_i-Cash"	"ICash"	"Customized"	"รบกวนตรวจสอบรายการใน Table PPCC_tmp_Appointment ตามรูปภาพด้านล่างด้วยนะค่ะ
เนื่องจากตรวจสอบพบว่ารายการชุดนี้ไม่ insert เข้า Table PPCC_Appointment และไม่เข้า iCash ค่ะ"	"Customized Bug By Customer"	""	"มีการแก้ไข Job PKDV_Salesforce_Sync_i-Cash_Service_ACT ดังนี้
Step 3 เรียก SP_SFTiemSheet_ADV_Prepare_Step2_Fri (มีการแก้ไข Comment Code จังหวะเรียก BG Task ออกไป) ทำให้ปัจจุบัน Job Sync Auto จะมีการเรียก BG Task แค่ 1 รอบถูกต้องตามที่ทาง PPCC เคยแจ้งสาเหตุของปัญหาในเคสก่อนหน้า แต่ยังมีจุดที่ทำให้การทำงานไม่ถูก ดังนี้
1. Step 3 เรียก SP_SFTiemSheet_ADV_Prepare_Step2_Fri มีการเขียน SET @rowpointer = NEWID() ทำให้ข้อมูลชุดแรกที่ได้ RowPointer 32B92860-84C0-4DB2-8D3E-6DA91072B6D6
2. step 8 เรียก SP_SFTiemSheet_ACT_Prepare_Step2 มีการเขียน SET @rowpointer = NEWID() ทำให้ข้อมูลชุดสองที่ได้ RowPointer E698E599-EDCF-4A7C-8DAC-49289224F8C5

BG Task จะถูกเรียกตอน Step 8 โดยส่ง RowPointer E698E599-EDCF-4A7C-8DAC-49289224F8C5  เข้าไป Insert ข้อมูล PPCC_Appointment และสร้าง i-Cash ตาม Step แต่ข้อมูลชุด 32B92860-84C0-4DB2-8D3E-6DA91072B6D6 จะไม่ถูกทำงาน"	"Dev PK ต้องแก้ไขโปรแกรมโดยข้อมูล Step 3 และ 8 Insert ลง PPCC_tmp_Appointment ด้วย RowPointer เดียวกัน"	""	"J3"	"23/01/2026"	"28/01/2026"	"J3"	"24/01/2026"	"0850"	1	""	"sa"	"Standard"	""	""	"MAIL"	"23/01/2026"	"J3"	"14:55"	"0.5 MD"	"Run Stored Procedure PPCC_iCashCheckFormatAppointmentSp เพื่อตรวจสอบ Error แต่พบว่าข้อมูลจาก PPCC_tmp_Appointment เข้า PPCC_Appointment ปกติไม่ติด Error"	"Dev PK ต้องแก้ไขโปรแกรมโดยข้อมูล Step 3 และ 8 Insert ลง PPCC_tmp_Appointment ด้วย RowPointer เดียวกัน"	1	"Standard"	"3 Days"	Pass	0.50	"23/01/2026"	
"NTH2601001"	0	0	0	"999-Closed"	"NTH"	"NTH_LIV"	"K.Nisakarn"	"05/01/2026"	"19:05"	"รบกวนเช็คให้ด่วนนะค่ะ RMA CREDIT MEMO"	""	"RMA"	"PPCC_RMA Credit Memo"	"RMA Credit Memos"	"Customized"	"RMA CREDIT MEMO --> PROCESS --> REPORT PDF  ไม่ออกค่ะ ไม่ทราบว่าเพราะอะไรค่ะ รบกวนเช็คให้ด้วยค่ะ ขอบคุณค่ะ"	"Knowledge"	""	"ไม่ได้มีการสร้าง Sequence ของปี 2026 จึงทำให้ไม่สามารถ Post RMA CREDIT MEMO ได้"	"ให้ User ทำการสร้าง Sequence ของปี 2026 ที่หน้าจอ Invoice Debit and Credit Memo Sequence"	""	"J6"	"05/01/2026"	"08/01/2026"	"J3"	"06/01/2026"	"1155"	1	""	"J6"	"Standard"	""	""	"MAIL"	"05/01/2026"	"J6"	"19:35"	""	"ให้ User ทำการสร้าง Sequence ของปี 2026 ที่หน้าจอ Invoice Debit and Credit Memo Sequence"	"ให้ User ทำการสร้าง Sequence ของปี 2026 ที่หน้าจอ Invoice Debit and Credit Memo Sequence"	1	"Standard"	"3 Days"	Pass	0.00	"05/01/2026"	
